,Datetime,monoterpene_flux,methanol_flux,acetone_flux,acetaldehyde_flux
1898,2011-11-09 23:22:00,,-43.99218,,
1899,2011-11-10 02:22:00,-2.31636,,3.71999,
1900,2011-11-10 05:22:00,,,-10.80171,
1901,2011-11-10 11:22:00,,-8.38925,-5.33204,
1902,2011-11-10 14:22:00,17.1303,-3.01039,-3.69285,1.65682
1903,2011-11-10 17:22:00,,-11.68143,-3.4731,-0.66628
1904,2011-11-10 20:22:00,,-15.22809,-0.1433,-4.81688
1905,2011-11-10 23:22:00,,1.82981,0.51583,-2.02384
1906,2011-11-11 02:22:00,3.77625,1.12923,-1.7638,-1.99413
1907,2011-11-11 05:22:00,-2.57802,-6.84077,-2.82865,-0.10469
1908,2011-11-11 08:22:00,,-0.82425,-0.49982,-0.5097
1909,2011-11-11 11:22:00,0.70349,0.99253,-0.37367,0.21572
1910,2011-11-11 14:22:00,,-9.78947,-6.61928,-4.50888
1911,2011-11-11 17:22:00,9.98104,1.57133,-6.85419,-2.83195
1912,2011-11-11 20:22:00,,-7.79281,-0.42488,-0.50151
1913,2011-11-11 23:22:00,-3.05351,-11.11532,-5.47212,-0.08011
1914,2011-11-12 02:22:00,13.33205,-10.64248,-5.58758,-1.79429
1915,2011-11-12 05:22:00,14.78852,-11.17014,-8.12076,-0.68552
1916,2011-11-12 08:22:00,,-0.5131,-4.25634,-1.34554
1917,2011-11-12 11:22:00,,-3.69198,-3.85331,1.80425
1918,2011-11-12 14:22:00,,-4.50606,-4.12005,-2.47737
1919,2011-11-12 17:22:00,,2.00243,-0.58915,1.75414
1920,2011-11-12 20:22:00,,-11.12575,-5.24766,-2.15604
1921,2011-11-12 23:22:00,-25.19916,-5.65637,-16.44847,-8.12065
1922,2011-11-13 02:22:00,,-10.44633,-12.64606,-11.96406
1923,2011-11-13 05:22:00,,9.90383,-1.24485,-1.59582
1924,2011-11-13 08:22:00,22.33733,-15.50041,0.51489,-5.42787
1925,2011-11-13 11:22:00,,-15.9288,,5.27036
1926,2011-11-13 14:22:00,,13.39286,,-3.76313
1927,2011-11-13 17:22:00,,-10.64091,-5.88903,-2.42875
1928,2011-11-13 20:22:00,,-8.86602,-1.47203,-2.7792
1929,2011-11-13 23:22:00,-7.27215,-21.09307,1.93791,-1.27465
1930,2011-11-14 05:22:00,-5.92608,3.92369,-7.60546,-0.97813
1931,2011-11-14 08:22:00,33.15292,-1.1721,-3.26636,0.36252
1932,2011-11-14 17:22:00,4.33918,-6.4467,-2.58882,-1.25039
1933,2011-11-14 20:22:00,-9.57594,-5.48238,-1.1931,-1.28886
1934,2011-11-15 14:22:00,0.17569,,,4.04493
1935,2011-11-15 23:22:00,,-0.4666,-0.31692,-0.2688
1936,2011-11-16 05:22:00,,-18.66107,0.87572,-2.62551
1937,2011-11-16 08:22:00,40.9658,6.56191,-5.14689,-1.91355
1938,2011-11-16 11:22:00,,-7.24907,-8.67326,-0.2098
1939,2011-11-16 14:22:00,-28.33084,-1.91602,-6.04431,1.43067
1940,2011-11-16 17:22:00,2.81396,11.09057,-14.73603,-4.03712
1941,2011-11-16 20:22:00,,-6.262,-3.50121,-0.962
1942,2011-11-16 23:22:00,,12.56105,-2.58096,-2.8787
1943,2011-11-17 05:22:00,4.76815,-2.16294,-2.24157,-0.02488
1944,2011-11-17 08:22:00,-15.21693,-1.04508,-2.73553,0.49664
1945,2011-11-17 11:22:00,-19.0691,0.72144,-2.26956,-2.10664
1946,2011-11-17 14:22:00,-3.15645,6.74622,-1.43275,-0.30733
1947,2011-11-17 17:22:00,-2.87483,-2.59991,-2.62601,-2.66541
1948,2011-11-18 05:22:00,-1.69298,-8.24404,-6.20418,-1.0212
1949,2011-11-18 08:22:00,,-7.9142,-4.17015,-2.37365
1950,2011-11-18 11:22:00,2.38834,-12.73082,-6.68998,-2.32343
1951,2011-11-18 14:22:00,,-1.58362,-10.07713,-0.74174
1952,2011-11-18 17:22:00,,-7.72028,-6.61277,-1.46461
1953,2011-11-18 20:22:00,,-8.1764,-4.96471,-4.5119
1954,2011-11-18 23:22:00,,-4.82477,-5.12105,-3.75179
1955,2011-11-19 02:22:00,,-3.77229,-8.18182,1.9782
1956,2011-11-19 05:22:00,47.10369,-11.89877,-4.47515,4.19202
1957,2011-11-19 08:22:00,-18.28188,-0.71201,-2.39143,-3.90242
1958,2011-11-19 11:22:00,,-16.51914,1.76567,-4.44121
1959,2011-11-19 14:22:00,,-12.11075,3.34879,-2.61791
1960,2011-11-19 17:22:00,,-6.74995,0.25054,-3.17948
1961,2011-11-19 20:22:00,-10.79894,2.75276,-10.97658,0.43559
1962,2011-11-19 23:22:00,,-0.83146,-0.64424,-1.05378
1963,2011-11-20 11:22:00,28.21953,7.89292,-5.42367,0.33515
1964,2011-11-20 20:22:00,19.48448,-1.10167,-1.58169,0.54108
1965,2011-11-20 23:22:00,0.45094,-0.43965,-1.13169,-0.16979
1966,2011-11-21 05:22:00,13.46698,-16.02816,-6.7006,1.60897
1967,2011-11-21 08:22:00,,-8.5115,-8.2144,8.74235
1968,2011-11-21 11:22:00,10.74677,-8.1,-8.21674,-5.74379
1969,2011-11-21 14:22:00,-0.86408,-10.44621,-0.41729,1.20935
1970,2011-11-21 17:22:00,14.64205,1.58526,-4.42102,-1.89513
1971,2011-11-21 20:22:00,-21.33375,-2.57602,-6.22967,3.58357
1972,2011-11-21 23:22:00,-11.26534,-19.95045,-6.32369,-5.06994
1973,2011-11-22 05:22:00,,-5.10235,-3.51687,-0.76871
1974,2011-11-22 17:22:00,-1.32051,-3.56503,-2.74512,0.25414
1975,2011-11-22 20:22:00,,0.2719,-0.98172,-0.37208
1976,2011-11-22 23:22:00,-14.32381,-9.18604,-5.96596,3.2751
1977,2011-11-23 02:22:00,14.71943,-2.74343,-3.10372,-2.09819
1978,2011-11-23 05:22:00,0.52253,-3.33727,-1.93963,-0.81875
1979,2011-11-23 08:22:00,9.74038,-4.18412,-2.87412,-4.65323
1980,2011-11-23 20:22:00,-19.7421,5.48729,-6.30418,-4.41357
1981,2011-11-23 23:22:00,-0.32688,-14.69985,-13.47651,-6.81494
1982,2011-11-24 02:22:00,,-29.36656,-17.58359,-10.19916
1983,2011-11-24 05:22:00,,12.7346,,-15.18508
1984,2011-11-24 08:22:00,,,-5.19576,-8.17909
1985,2011-11-24 11:22:00,-22.30487,-27.88181,-8.53987,-3.35902
1986,2011-11-24 14:22:00,18.1594,-6.99231,-4.55905,-0.64359
1987,2011-11-24 17:22:00,,-0.36598,-3.99624,-3.65819
1988,2011-11-24 20:22:00,,4.69723,-2.76275,1.0998
1989,2011-11-24 23:22:00,,3.91753,-2.21645,2.64365
1990,2011-11-25 02:22:00,11.7004,-5.20785,0.37404,-0.31021
1991,2011-11-25 05:22:00,,-0.71592,-1.03142,-3.14261
1992,2011-11-25 08:22:00,20.31025,-7.28783,2.17866,0.54589
1993,2011-11-25 11:22:00,,-4.10322,0.36506,-7.05212
1994,2011-11-25 14:22:00,,-40.19791,-5.28062,0.25746
1995,2011-11-25 17:22:00,,-19.01904,-8.70352,-3.62406
1996,2011-11-25 20:22:00,,,-11.2128,-1.90458
1997,2011-11-25 23:22:00,,-5.02551,3.54457,2.11429
1998,2011-11-26 02:22:00,,1.48337,1.27138,-1.53564
1999,2011-11-26 05:22:00,,10.54403,9.39667,8.72015
2000,2011-11-26 08:22:00,-24.55297,-2.51812,-4.28489,5.07399
2001,2011-11-26 11:22:00,16.42333,-25.80121,-0.73207,-11.65835
2002,2011-11-26 14:22:00,,-2.09302,-5.06131,3.33981
2003,2011-11-26 17:22:00,9.69418,-1.0283,-0.81947,-2.39289
2004,2011-11-26 20:22:00,,9.48449,-6.14441,-1.51473
2005,2011-11-26 23:22:00,,-7.04212,1.10365,-3.38051
2006,2011-11-27 02:22:00,,12.10264,1.43203,1.10383
2007,2011-11-27 05:22:00,1.75749,-0.19866,0.22348,0.21979
2008,2011-11-27 08:22:00,-1.92769,-4.65279,-1.97328,0.93713
2009,2011-11-27 11:22:00,,4.19144,-1.41835,-0.5954
2010,2011-11-27 14:22:00,-29.85512,-0.44632,-0.48288,-1.70389
2011,2011-11-27 17:22:00,,,-7.97519,-0.53963
2012,2011-11-27 20:22:00,-16.01623,-8.00057,-3.11221,2.15062
2013,2011-11-27 23:22:00,,-12.39663,4.47933,-6.14694
2014,2011-11-28 02:22:00,,7.85836,-5.44591,2.66554
2015,2011-11-28 05:22:00,,-18.60784,2.18117,-1.36205
2016,2011-11-28 17:22:00,,,-4.33665,
2017,2011-11-28 20:22:00,-15.55455,-16.6974,-1.51393,-4.20049
2018,2011-11-28 23:22:00,,-0.73513,2.3699,3.68798
2019,2011-11-29 02:22:00,-6.5414,-2.25778,0.25451,0.0788
2020,2011-11-29 20:22:00,4.77779,-3.33923,-2.84108,0.30692
2021,2011-11-29 23:22:00,,,0.87016,0.36111
2022,2011-11-30 02:22:00,-25.45051,-0.64994,-7.88935,0.01609
2023,2011-11-30 05:22:00,,-21.74368,-1.70648,1.28887
2024,2011-11-30 08:22:00,44.96624,-21.67538,,6.77191
2025,2011-11-30 11:22:00,0.42301,-6.30108,-4.91669,-3.38335
2026,2011-11-30 14:22:00,-2.57797,-29.12251,3.98138,2.64576
2027,2011-11-30 17:22:00,,7.706,1.62087,-1.12093
2028,2011-11-30 20:22:00,,12.78495,-1.11465,5.41238
2029,2011-11-30 23:22:00,,-3.45956,-2.70738,-0.21774
2030,2011-12-01 02:22:00,,-1.98401,0.41826,0.20018
2031,2011-12-01 05:22:00,,0.026,1.09948,0.45171
2032,2011-12-01 14:22:00,46.36154,,,1.35394
2033,2011-12-01 17:22:00,,5.85987,-8.60238,-6.39547
2034,2011-12-01 20:22:00,,-1.63274,-4.3305,-1.49362
2035,2011-12-01 23:22:00,,-4.42711,2.1443,-7.5335
2036,2011-12-02 02:22:00,,,3.43111,
2037,2011-12-02 05:22:00,,-9.60223,-3.03943,-1.50013
2038,2011-12-02 14:22:00,20.83967,1.71139,,0.30017
2039,2011-12-02 17:22:00,,1.23988,-0.43362,-0.0295
2040,2011-12-02 20:22:00,-3.75221,-0.64569,0.47093,0.50003
2041,2011-12-02 23:22:00,-0.95385,1.39193,-0.83134,-0.22113
2042,2011-12-03 02:22:00,,-3.11574,-1.63314,0.17609
2043,2011-12-03 05:22:00,,-17.09632,-3.28084,-1.48004
2044,2011-12-05 11:22:00,8.00612,,-2.94592,
2045,2011-12-05 14:22:00,,14.79133,-2.81903,0.14663
2046,2011-12-05 17:22:00,,-2.7201,-0.94815,-0.74165
2047,2011-12-05 20:22:00,9.58976,-7.8768,-2.08969,-2.20011
2048,2011-12-06 02:22:00,35.55836,12.29157,-0.86548,-4.03454
2049,2011-12-06 11:22:00,2.5623,-2.04257,-3.63816,-2.42552
2050,2011-12-06 14:22:00,-9.15834,-9.06851,-0.63148,-2.50965
2051,2011-12-06 17:22:00,-2.87998,-2.99754,-1.68199,-2.68946
2052,2011-12-06 20:22:00,,9.51915,4.18872,-2.85471
2053,2011-12-06 23:22:00,,-12.39579,-2.33573,-0.99987
2054,2011-12-07 02:22:00,,1.85889,-0.02261,-1.54364
2055,2011-12-07 05:22:00,,-2.16814,-2.10852,-0.78169
2056,2011-12-07 08:22:00,,-0.67185,2.36722,-2.9255
2057,2011-12-12 17:22:00,3.02869,,-2.87731,-2.21704
2058,2011-12-12 20:22:00,33.18847,5.29196,0.72264,-3.43308
2059,2011-12-12 23:22:00,,1.87598,-2.68481,-2.19882
2060,2011-12-13 02:22:00,,-1.09771,-4.87513,
2061,2011-12-13 05:22:00,,-12.51643,-8.46363,-1.55358
2062,2011-12-13 08:22:00,12.25006,-5.7367,-8.39005,
2063,2011-12-13 11:22:00,-2.02166,-7.89913,2.98925,-7.85585
2064,2011-12-13 14:22:00,,,-1.28194,0.47833
2065,2011-12-13 17:22:00,,-2.82415,-0.40576,-1.78621
2066,2011-12-13 20:22:00,,2.28183,-1.0666,1.89273
2067,2011-12-13 23:22:00,,17.90748,3.1942,-6.18447
2068,2011-12-14 02:22:00,-4.60943,-12.57647,-1.16212,0.03273
2069,2011-12-14 05:22:00,,-6.19574,0.75328,-2.63044
2070,2011-12-14 14:22:00,,-6.01453,-1.16328,-3.87666
2071,2011-12-14 17:22:00,8.98658,-6.35637,-3.30653,-2.86159
2072,2011-12-14 20:22:00,,2.36842,-1.20656,-0.05622
2073,2011-12-14 23:22:00,,-3.33219,-0.12117,2.14085
2074,2011-12-15 02:22:00,,-10.44411,-8.05711,-2.17677
2075,2011-12-15 05:22:00,,-5.23484,0.09503,-0.90535
2076,2011-12-15 08:22:00,-23.33677,-10.25947,-4.03025,-5.16935
2077,2011-12-15 11:22:00,0.66987,5.655,-4.37406,1.34423
2078,2011-12-15 14:22:00,,-18.27845,,-2.6463
2079,2011-12-15 17:22:00,-8.00227,-1.53824,0.2513,1.00345
2080,2011-12-15 20:22:00,,,0.45478,-4.55765
2081,2011-12-15 23:22:00,28.53467,-9.23302,1.57897,0.37405
2082,2011-12-16 02:22:00,,-8.20752,1.62421,-0.0764
2083,2011-12-16 05:22:00,,5.22288,1.07146,
2084,2011-12-16 11:22:00,,4.92582,-3.6195,1.75914
2085,2011-12-16 14:22:00,,6.3629,4.22781,2.10008
2086,2011-12-16 17:22:00,,-0.26448,-0.42205,-1.71569
2087,2011-12-16 20:22:00,,0.49156,-6.79831,-2.24727
2088,2011-12-16 23:22:00,,-18.77866,,-7.51188
2089,2011-12-17 02:22:00,,-14.55553,1.71174,-1.52062
2090,2011-12-17 05:22:00,,-7.40038,-3.73268,-4.25998
2091,2011-12-19 11:22:00,-6.22876,-14.70369,-2.98726,2.14102
2092,2011-12-19 14:22:00,,2.29687,0.00929,0.70665
2093,2011-12-19 17:22:00,,-6.33028,-0.65681,0.43696
2094,2011-12-19 23:22:00,,-8.85366,-0.76696,1.11019
2095,2011-12-20 08:22:00,,0.17786,-3.33462,-0.87545
2096,2012-02-14 17:22:00,5.85912,-19.3673,9.89192,-1.37018
2097,2012-02-14 20:22:00,,-8.83583,0.60242,-5.22907
2098,2012-02-14 23:22:00,,-19.27978,-4.95662,0.93136
2099,2012-02-15 02:22:00,,-18.64938,1.20539,-0.99674
2100,2012-02-15 05:22:00,,-4.21652,-7.94535,1.30716
2101,2012-02-15 08:22:00,,-16.49483,-0.09061,-4.55209
2102,2012-02-15 11:22:00,,1.42422,,4.67492
2103,2012-02-15 14:22:00,,0.11251,-2.14423,0.47315
2104,2012-02-15 17:22:00,,-6.20898,-2.33427,-3.85148
2105,2012-02-15 20:22:00,,-2.29826,-1.77328,-2.77004
2106,2012-02-15 23:22:00,10.79537,-3.55371,1.52975,-3.62304
2107,2012-02-16 02:22:00,,1.21255,-4.54275,-3.63738
2108,2012-02-16 05:22:00,,-4.33213,-2.53154,3.45131
2109,2012-02-16 11:22:00,108.98389,,-2.16549,-1.44498
2110,2012-02-16 14:22:00,,-1.52941,-1.29815,12.28055
2111,2012-02-16 17:22:00,,4.6057,1.82968,0.23239
2112,2012-02-16 20:22:00,,2.24707,-6.16138,8.35328
2113,2012-02-16 23:22:00,20.18879,-12.2237,-5.02202,1.23619
2114,2012-02-17 02:22:00,-6.07248,-0.93581,-8.23513,-8.66765
2115,2012-02-17 05:22:00,-35.51631,-5.97302,-8.15922,-6.37767
2116,2012-02-17 14:22:00,,,-4.27514,2.0388
2117,2012-02-17 17:22:00,,-20.5956,0.88436,-12.01265
2118,2012-02-17 20:22:00,,-4.35242,-1.86083,
2119,2012-02-17 23:22:00,,,0.33113,
2120,2012-02-18 02:22:00,53.66736,-8.63776,-2.81547,-9.52327
2121,2012-02-20 11:22:00,,2.04842,-6.24329,-2.3972
2122,2012-02-23 17:22:00,31.78912,-12.88793,,4.14005
2123,2012-02-23 20:22:00,21.13824,1.82618,,11.20222
2124,2012-02-23 23:22:00,5.35645,1.72336,19.97858,
2125,2012-02-24 02:22:00,27.2562,3.17787,5.87159,7.50713
2126,2012-02-24 05:22:00,15.12294,2.32322,6.80132,-1.45317
2127,2012-02-24 08:22:00,-12.57125,-0.03513,20.73289,-0.24069
2128,2012-02-24 11:22:00,-3.14749,14.9481,18.74732,
2129,2012-02-24 14:22:00,-3.67628,-7.19707,8.21091,-11.23434
2130,2012-02-24 17:22:00,,-4.81757,-3.64123,-0.68017
2131,2012-02-24 20:22:00,40.91168,2.61215,-2.32206,5.43073
2132,2012-02-24 23:22:00,82.63328,-7.33544,-5.30144,-1.16304
2133,2012-02-25 02:22:00,,-4.53439,-2.05012,2.82179
2134,2012-02-25 05:22:00,49.73505,-5.53586,-2.12067,-5.4296
2135,2012-02-25 08:22:00,-1.1441,2.80611,-1.86968,6.05473
2136,2012-02-25 11:22:00,-20.17178,1.13102,-0.19832,-4.83826
2137,2012-02-25 17:22:00,7.81477,-3.33396,-3.38987,-4.28758
2138,2012-02-25 20:22:00,-7.05485,10.67831,-0.03306,-1.22593
2139,2012-02-25 23:22:00,7.19212,0.94978,-0.15399,-2.50609
2140,2012-02-26 02:22:00,,2.04217,-5.21901,-0.38986
2141,2012-02-26 05:22:00,34.16383,5.26129,4.10644,-3.45015
2142,2012-02-26 08:22:00,,8.88598,-1.79327,-5.7481
2143,2012-02-26 11:22:00,13.91527,,,8.87101
2144,2012-02-26 14:22:00,,-1.00534,-1.79533,1.20818
2145,2012-02-26 17:22:00,-3.68053,2.60246,7.93282,1.11313
2146,2012-02-26 20:22:00,,-7.61638,-4.99418,1.05513
2147,2012-02-26 23:22:00,,-1.94897,-0.71711,-3.06639
2148,2012-02-27 02:22:00,,-12.28787,-1.69095,-0.77481
2149,2012-02-28 11:22:00,-7.42413,-13.18481,-4.74643,0.00183
2150,2012-02-28 14:22:00,,0.47662,-3.25457,-4.38222
2151,2012-02-28 17:22:00,-15.24227,2.3901,-0.8172,0.62165
2152,2012-02-28 20:22:00,,1.75347,-1.34565,-0.62699
2153,2012-02-29 02:22:00,0.33757,-2.0651,-0.7453,1.44409
2154,2012-02-29 05:22:00,,-1.40711,-1.28098,-0.69333
2155,2012-02-29 08:22:00,,-0.33594,-0.4988,-0.2314
2156,2012-02-29 11:22:00,10.966,-11.27487,-7.11455,3.20959
2157,2012-02-29 14:22:00,10.31133,1.22071,4.43853,11.04746
2158,2012-02-29 17:22:00,0.7245,-0.53918,-0.50207,1.07004
2159,2012-02-29 20:22:00,24.04379,-9.13747,-6.95649,-3.50646
2160,2012-02-29 23:22:00,11.91546,-16.42029,-2.91267,-4.21314
2161,2012-03-01 02:22:00,16.44938,13.27377,-0.86581,-4.39768
2162,2012-03-01 11:22:00,13.54725,-11.8833,6.38084,0.85328
2163,2012-03-01 14:22:00,12.71263,-3.69749,-1.99493,7.30466
2164,2012-03-01 17:22:00,19.81299,3.2224,0.30565,-0.40462
2165,2012-03-01 20:22:00,4.60785,-5.9329,-7.74059,4.37192
2166,2012-03-01 23:22:00,12.94904,2.92407,2.35177,0.05861
2167,2012-03-02 02:22:00,-2.74608,-17.87176,-5.72307,0.49196
2168,2012-03-02 05:22:00,,-9.99697,,
2169,2012-03-02 08:22:00,8.75103,11.69852,-2.80143,8.04341
2170,2012-03-02 11:22:00,-14.9243,-1.47849,-2.84757,5.29941
2171,2012-03-02 17:22:00,20.14353,14.02534,4.44322,-0.10493
2172,2012-03-02 20:22:00,-2.67942,-1.19621,,2.31165
2173,2012-03-02 23:22:00,,6.29144,-1.43209,-8.20914
2174,2012-03-03 02:22:00,15.68257,5.43278,0.58544,2.29625
2175,2012-03-03 05:22:00,,14.83572,-4.05675,6.78346
2176,2012-03-03 08:22:00,,7.62408,-0.00549,-0.25107
2177,2012-03-03 11:22:00,,3.47423,0.90757,-3.61393
2178,2012-03-03 14:22:00,,,2.63578,7.05132
2179,2012-03-03 17:22:00,,-1.2584,-0.83947,1.79015
2180,2012-03-03 20:22:00,-8.13694,4.28666,1.37906,2.33323
2181,2012-03-03 23:22:00,-0.82495,8.22617,0.8299,-1.76781
2182,2012-03-04 02:22:00,,0.15697,0.28542,0.26174
2183,2012-03-04 05:22:00,,-1.08703,-0.93553,-0.1838
2184,2012-03-04 08:22:00,3.88818,1.723,-2.55169,0.24877
2185,2012-03-04 11:22:00,5.95099,-13.04232,,11.584
2186,2012-03-04 14:22:00,,-8.91182,,2.01195
2187,2012-03-04 20:22:00,2.33639,1.28208,1.05062,1.30284
2188,2012-03-04 23:22:00,6.64637,3.38828,0.50189,2.49733
2189,2012-03-05 02:22:00,,10.90887,0.46649,1.75161
2190,2012-03-05 05:22:00,,3.69668,1.12439,0.86864
2191,2012-03-05 14:22:00,10.09987,-5.37749,-2.79618,5.6757
2192,2012-03-05 17:22:00,-0.9079,3.91662,-0.40826,0.43674
2193,2012-03-05 20:22:00,-2.51384,1.18155,0.0437,-0.39343
2194,2012-03-05 23:22:00,1.74214,-8.26245,1.4688,1.24781
2195,2012-03-07 11:22:00,9.47001,7.50067,,
2196,2012-03-07 14:22:00,11.80162,,11.12705,-8.41183
2197,2012-03-07 17:22:00,,2.97723,-0.19633,-0.50663
2198,2012-03-07 20:22:00,,0.30571,-0.60667,-0.07239
2199,2012-03-08 11:22:00,2.79994,-16.56671,-2.28305,3.24633
2200,2012-03-08 14:22:00,8.80578,-14.40153,4.09823,15.31436
2201,2012-03-08 17:22:00,,4.30064,3.89358,-0.03829
2202,2012-03-08 20:22:00,0.11379,0.36206,0.27565,0.62833
2203,2012-03-08 23:22:00,,-0.47425,0.47091,0.88126
2204,2012-03-09 02:22:00,,9.51341,1.69612,1.58982
2205,2012-03-09 05:22:00,12.71348,-3.25023,10.51411,-7.80849
2206,2012-03-09 08:22:00,,16.52208,-1.04463,8.64595
2207,2012-03-09 11:22:00,,-14.95166,3.5951,-6.07682
2208,2012-03-09 14:22:00,,10.59356,8.30572,10.00523
2209,2012-03-09 17:22:00,,,4.52221,-8.33489
2210,2012-03-09 20:22:00,5.26179,8.38963,5.32065,-4.61971
2211,2012-03-09 23:22:00,-8.976,-15.34297,-0.58995,10.18701
2212,2012-03-10 17:22:00,5.9901,-4.83022,0.12601,1.09322
2213,2012-03-10 23:22:00,7.56524,0.79467,-4.67434,-1.50327
2214,2012-03-11 02:22:00,19.63782,-7.70379,-1.78984,-1.94546
2215,2012-03-11 05:22:00,4.22122,-9.67341,-2.2032,-6.13828
2216,2012-03-11 11:22:00,10.511,15.67599,-0.50323,-0.45447
2217,2012-03-11 14:22:00,14.07312,11.02272,-1.24365,2.44772
2218,2012-03-11 17:22:00,1.10207,1.74964,1.39711,0.23603
2219,2012-03-11 20:22:00,2.17818,4.2115,-0.27648,5.14266
2220,2012-03-12 02:22:00,,,,-1.09769
2221,2012-03-12 08:22:00,,15.63348,,
2222,2012-03-12 11:22:00,,12.51459,-8.31354,2.82106
2223,2012-03-12 14:22:00,6.88092,-10.54964,-1.74421,1.78935
2224,2012-03-12 17:22:00,-4.7966,-3.88316,10.87042,1.69464
2225,2012-03-12 20:22:00,6.30889,6.87273,3.58456,10.87311
2226,2012-03-12 23:22:00,,-10.4237,-7.65536,10.201
2227,2012-03-13 02:22:00,3.07358,16.4171,0.97201,7.1807
2228,2012-03-13 05:22:00,4.45977,-2.81239,4.34715,3.35852
2229,2012-03-13 08:22:00,-13.76545,8.93975,4.20324,
2230,2012-03-14 17:22:00,-3.09883,12.76863,6.23161,-0.25768
2231,2012-03-14 20:22:00,3.24062,-10.54964,5.62891,0.45224
2232,2012-03-14 23:22:00,,0.41593,-1.22542,0.46656
2233,2012-03-15 02:22:00,,2.39274,0.51577,0.29687
2234,2012-03-15 08:22:00,4.30209,17.96078,11.21642,6.51924
2235,2012-03-15 11:22:00,16.03112,-5.49838,5.53323,3.30981
2236,2012-03-15 14:22:00,,12.44438,10.60216,-1.42218
2237,2012-03-15 17:22:00,10.20371,-11.10866,4.04587,3.09755
2238,2012-03-15 20:22:00,-2.35432,4.87359,0.23802,-0.08993
2239,2012-03-15 23:22:00,12.39324,-1.32161,-2.0926,-1.19517
2240,2012-03-16 02:22:00,10.04872,-17.40328,-3.87956,0.06815
2241,2012-03-16 05:22:00,3.2026,-7.05917,-1.64252,0.41919
2242,2012-03-16 08:22:00,-3.40302,1.94053,-1.88601,5.26591
2243,2012-03-16 11:22:00,15.46255,-5.85681,-4.95716,-2.82158
2244,2012-03-16 14:22:00,18.23287,-9.19185,1.26643,0.01841
2245,2012-03-16 17:22:00,14.56485,-4.29218,-2.0693,5.56356
2246,2012-03-16 20:22:00,7.15332,-1.90834,-0.76775,-4.03835
2247,2012-03-16 23:22:00,9.47642,-2.62167,-1.06072,-0.90392
2248,2012-03-17 05:22:00,3.41888,-3.70533,-2.69034,-0.71983
2249,2012-03-17 08:22:00,-5.1472,4.77028,-5.33677,1.18036
2250,2012-03-17 11:22:00,21.76218,-0.26548,2.46447,-2.20209
2251,2012-03-17 14:22:00,1.43194,-1.71777,-1.4458,-2.1687
2252,2012-03-17 17:22:00,14.27972,-8.04454,-0.44574,-1.47595
2253,2012-03-17 20:22:00,-7.76439,-0.54335,0.55955,0.77334
2254,2012-03-17 23:22:00,11.60594,3.36664,-3.4487,0.91156
2255,2012-03-18 02:22:00,0.91104,0.75933,-0.20361,-0.35134
2256,2012-03-18 08:22:00,5.55319,2.18384,0.67677,1.78544
2257,2012-03-18 11:22:00,,2.45047,-0.94146,-4.019
2258,2012-03-18 14:22:00,-4.84243,12.8981,1.98362,9.20706
2259,2012-03-18 20:22:00,,2.66805,0.90402,1.4301
2260,2012-03-18 23:22:00,0.14682,1.35021,0.37373,0.28529
2261,2012-03-19 02:22:00,7.88608,-3.18156,-3.66167,-2.23497
2262,2012-03-19 05:22:00,4.8027,-1.96475,-2.78502,0.82356
2263,2012-03-19 08:22:00,-0.62926,-8.42104,-3.51098,-2.99535
2264,2012-03-19 11:22:00,10.8247,-1.39996,-1.79334,-4.03023
2265,2012-03-19 14:22:00,7.15072,-8.67565,-2.33477,0.90031
2266,2012-03-19 17:22:00,9.13294,-0.11548,-2.94168,-2.72094
2267,2012-03-19 23:22:00,0.52217,0.4158,1.43331,-2.44196
2268,2012-03-20 02:22:00,5.66685,-0.33996,-2.86445,-1.20574
2269,2012-03-20 05:22:00,,,3.88065,-0.20511
2270,2012-03-20 11:22:00,10.94514,2.91327,0.33811,-3.83819
2271,2012-03-20 14:22:00,0.59744,8.49174,2.58218,5.26925
2272,2012-03-20 20:22:00,11.62351,-6.53397,-2.60308,-2.85592
2273,2012-03-20 23:22:00,0.59374,-1.04141,-0.05709,-0.48363
2274,2012-03-21 23:22:00,5.32871,-1.35517,0.68495,-0.09815
2275,2012-03-22 02:22:00,1.39439,2.17386,-1.0721,0.44743
2276,2012-03-22 05:22:00,2.25718,0.29676,-1.18277,0.40788
2277,2012-03-22 08:22:00,4.92475,0.6679,-0.08561,1.36768
2278,2012-03-22 11:22:00,-7.84491,19.57811,-0.37018,-1.48554
2279,2012-03-22 14:22:00,-5.20642,-10.49356,-1.21581,-6.83395
2280,2012-03-22 17:22:00,6.70511,14.67593,0.75347,2.56709
2281,2012-03-22 20:22:00,5.35809,5.33839,-0.01637,-3.71584
2282,2012-03-22 23:22:00,1.91054,0.30773,0.04975,0.01792
2283,2012-03-23 02:22:00,,2.58568,0.7756,7.83311
2284,2012-03-23 05:22:00,5.0445,16.55044,3.3874,-3.52654
2285,2012-03-23 08:22:00,1.86908,8.35968,8.08138,6.34272
2286,2012-03-23 11:22:00,,-11.69156,5.48024,7.48677
2287,2012-03-23 14:22:00,,0.95767,2.30654,-2.98861
2288,2012-03-23 17:22:00,10.359,-2.63739,2.97838,-2.14938
2289,2012-03-24 05:22:00,3.16179,0.8248,0.38591,0.1993
2290,2012-03-26 08:22:00,2.33202,-0.8216,-3.04391,-0.04233
